Hostname,Resource Name,IP Address,Alias,Resource,Average,Minimum,Maximum,95th Percentile
GPMWNA01JR01,xe-0/3/1,10.55.0.131,To-GPMWNP01JR01,xe-0/3/1,1,1,1,1
SPBDG01,GigabitEthernet0/2/25,10.145.101.129,To-SPBDG05,GigabitEthernet0/2/25,1,1,1,1
DHGUL42,ge-0/2/0,10.1.140.128,To-Mirpur-Core_OH+UG,ge-0/2/0,1,1,1,1
MBRZN01,GigabitEthernet0/2/16,10.153.105.131,"HUAWEI, GigabitEthernet0/2/16 Interface",GigabitEthernet0/2/16,1,1,1,1
DHRYB4,ge-0/1/1,10.1.83.132,To-DHRYBB_Ring-83_OH,ge-0/1/1,1,1,1,1
RPSDR03-AGG,ge-1/1/3,10.141.100.128,,ge-1/1/3,1,1,1,1
RPSDR03-AGG,ge-1/1/2,10.141.100.128,,ge-1/1/2,1,1,1,1
DHBANC01JR01,xe-4/2/3,10.1.0.128,,xe-4/2/3,1,1,1,1
DHBANC01JR01,xe-4/2/2,10.1.0.128,,xe-4/2/2,1,1,1,1
DHBANC01JR01,xe-4/2/5,10.1.0.128,,xe-4/2/5,1,1,1,1
DHBANC01JR01,xe-4/2/4,10.1.0.128,,xe-4/2/4,1,1,1,1
DHK_X0314,ge-0/1/1,10.4.37.129,To-DHK_X0869,ge-0/1/1,1,1,1,1
CTG_X0751,xe-1/3/0,10.35.7.129,To-CTG_X0786,xe-1/3/0,1,1,1,1
BGSDR03-AGG,Eth-Trunk0,10.9.100.128,To-3G_4G_2XGE_SCL_BGSDR03_KHRPS01_307_Active,Eth-Trunk0,1,1,1,1
DHBKB5,ge-0/1/2,10.1.36.129,,ge-0/1/2,1,1,1,1
DHMRP67,ge-0/1/1,10.1.39.131,To-DHBHA5,ge-0/1/1,1,1,1,1
DHKHNF,ge-0/0/1,10.1.52.129,,ge-0/0/1,1,1,1,1
DHKHNF,ge-0/0/0,10.1.52.129,,ge-0/0/0,1,1,1,1
DHKHNF,ge-0/0/2,10.1.52.129,,ge-0/0/2,1,1,1,1
BSTA03_DHK_X1926,GigabitEthernet0/2/17,10.161.2.128,To-BSMM03_DHK_X3308,GigabitEthernet0/2/17,1,1,1,1
DHMGB6,ge-0/1/1,10.1.7.131,To-DHMGB5_Ring-7_OH,ge-0/1/1,1,1,1,1
GPSDRB01ES01,Port8,172.30.55.6,Telnet-DHK-Gazipur,Port8,1,1,1,1
KUSDRP01JR01,me0,10.85.0.128,,me0,1,1,1,1
JSSDR01,GigabitEthernet0/2/16,10.63.101.128,"HUAWEI, GigabitEthernet0/2/16 Interface",GigabitEthernet0/2/16,1,1,1,1
NWSDR18,ge-0/0/0,10.31.101.130,,ge-0/0/0,1,1,1,1
NWSDR18,ge-0/0/1,10.31.101.130,,ge-0/0/1,1,1,1,1
KHSDRC01ES01,Port24,172.30.73.2,POWER_SYS_MONITORING,Port24,1,1,1,1
ITSwTK1-0,gi13,172.20.16.40,Ta-1/Ca-2_HR,gi13,1,1,1,1
JPSDR02,GigabitEthernet0/2/0,10.147.101.130,To-JPSDR28_RING_101_OH,GigabitEthernet0/2/0,1,1,1,1
KHKLS04,GigabitEthernet0/2/25,10.73.102.128,To-KHPHL03,GigabitEthernet0/2/25,1,1,1,1
KHSND1,GigabitEthernet0/2/16,10.73.151.128,NNI:KHSDRC01JR01-ge-2/3/7-KHSND1-GE0/2/16,GigabitEthernet0/2/16,1,1,1,1
CGGECC01JR01,xe-0/0/2,10.33.100.129,,xe-0/0/2,1,1,1,1
CGJTL1A01ES01,Trunk1,172.30.33.94,To-CGJTL1,Trunk1,1,1,1,1
DHK_X0411,ge-1/2/0,10.4.33.130,,ge-1/2/0,1,1,1,1
GPKLK13,ge-0/2/2,10.55.103.129,UNI:GPKLK13-ge-0/2/2-royl_031018_108_nb,ge-0/2/2,1,1,1,1
CGPTL15-HO,xe-2/0/3,10.33.100.142,To-GP_CGPTLC03SR1-HO,xe-2/0/3,1,1,1,1
BSSDRC01JR01,xe-1/0/0,10.15.0.128,To-HO_BL_BAR_X0118-Backup,xe-1/0/0,1,1,1,1
CHU0004,ge-0/0/1,10.205.202.128,To_TeleTalk-3G-Service,ge-0/0/1,1,1,1,1
KHU_X0544,GigabitEthernet0/2/1,10.199.4.131,BL-Service Backup,GigabitEthernet0/2/1,1,1,1,1
CGBLK08,ge-0/1/3,10.33.166.130,To-CTG_X1535,ge-0/1/3,1,1,1,1
CGPTL6,ge-0/0/0,10.33.6.133,To-GP_CGPTL6,ge-0/0/0,1,1,1,1
PALTAN-POLICY-ROUTER-2.summitgw.net,BD3169,172.16.201.238,@@AR-ENTERPRIZAE-FACEBBOK-RAJBARI-SADAR-#aren_141118_007_ib#,BD3169,1,1,1,1
KHSDRC01JR01,ge-0/3/4,10.73.0.129,,ge-0/3/4,1,1,1,1
CGKHL71,ge-0/0/0,10.33.108.136,,ge-0/0/0,1,1,1,1
DHMRPB01JR01,et-0/0/0,10.1.0.135,,et-0/0/0,1,1,1,1
CDDMH01A01ES01,Port20,172.30.41.10,QubeeDHK to Chuadanga,Port20,1,1,1,1
RAJ_X0407,ge-1/1/0,10.232.2.129,,ge-1/1/0,1,1,1,1
RAJ_X0407,ge-1/1/1,10.232.2.129,,ge-1/1/1,1,1,1,1
DHKMPF,xe-0/3/1,10.1.17.130,To-DHSDB7-OH,xe-0/3/1,1,1,1,1
GPKLK10,ge-0/2/1,10.55.103.130,,ge-0/2/1,1,1,1,1
DHPLB11,ge-0/2/1,10.1.204.134,To-DHMRPB01,ge-0/2/1,1,1,1,1
DHK_X2840,GigabitEthernet0/2/17,10.194.11.128,To-MYFLB01,GigabitEthernet0/2/17,1,1,1,1
DHK_X2639,Ethernet0/0/0,10.206.2.128,"HUAWEI, Ethernet0/0/0 Interface",Ethernet0/0/0,1,1,1,1
CMNKT02,xe-0/3/1,10.43.122.128,To-CM2633,xe-0/3/1,1,1,1,1
MBKLR01A01ES01,Port24,172.30.97.6,TO-MBKLR01_GE-0/1/7,Port24,1,1,1,1
CGMIR68,xe-0/3/0,10.33.100.144,To-CGSKDB01,xe-0/3/0,1,1,1,1
DHK_X1864,ge-0/0/0,10.4.18.132,,ge-0/0/0,1,1,1,1
DHKBN9,ge-0/1/3,10.1.7.128,,ge-0/1/3,1,1,1,1
DHKBN9,ge-0/1/2,10.1.7.128,,ge-0/1/2,1,1,1,1
DHKBN9,ge-0/1/0,10.1.7.128,,ge-0/1/0,1,1,1,1
CXTKN40,xe-0/3/1,10.45.100.134,To-CXTKN08_MX-104,xe-0/3/1,1,1,1,1
DHSTK1,ge-0/2/3,10.1.65.129,,ge-0/2/3,1,1,1,1
DHSTK1,ge-0/2/2,10.1.65.129,,ge-0/2/2,1,1,1,1
MGSDR01,ge-0/0/3,10.95.101.130,To-MGSDRA01ES01_Switch_SCL,ge-0/0/3,1,1,1,1
CGCDG18-AGG,ge-0/1/2,10.33.100.131,TO-CGPCH24-RING100,ge-0/1/2,1,1,1,1
CTG-GGC-ROUTER.summitiig.net,BD430,172.16.201.250,@@TECHNOCORE-BANGLADESH@@#tcbd_270618_55_ic#,BD430,1,1,1,1
DHK_X1610,xe-1/3/1,10.192.4.132,To-DHSVRC01,xe-1/3/1,1,1,1,1
KHU_X0614,GigabitEthernet0/2/16,10.201.4.132,To-KHU_X0476,GigabitEthernet0/2/16,1,1,1,1
CMSDRB01JR01,ge-0/3/0,10.43.0.129,To-CMCDG56,ge-0/3/0,1,1,1,1
DHTJGP035A01ES01,Port24,172.30.1.242,TO-DHKRBC01JR01,Port24,1,1,1,1
BOSJP02-HO,ge-1/2/6,10.25.100.128,,ge-1/2/6,1,1,1,1
BOSJP02-HO,ge-1/2/5,10.25.100.128,,ge-1/2/5,1,1,1,1
DHK_X2287,xe-1/3/1,10.225.3.129,To-DHK_X2138,xe-1/3/1,1,1,1,1
JESDRC01HTR02,GigabitEthernet0/2/3,10.63.0.132,NNI:KHU_X1140-GE0/2/24-JESDRC01HTR02-GE0/2/3,GigabitEthernet0/2/3,1,1,1,1
DHK_X2997,ge-1/1/0,10.4.8.129,,ge-1/1/0,1,1,1,1
DHK_X2997,ge-1/1/1,10.4.8.129,,ge-1/1/1,1,1,1,1
DHK_X2997,ge-1/1/2,10.4.8.129,,ge-1/1/2,1,1,1,1
DHK_X2997,ge-1/1/3,10.4.8.129,,ge-1/1/3,1,1,1,1
JESDRC01ES01,Port7,172.30.63.6,Agni_Banani-to-Jessore_PoP,Port7,1,1,1,1
MDSDR01,GigabitEthernet0/2/10,10.91.100.128,To-MDSDR01-ACX1100,GigabitEthernet0/2/10,1,1,1,1
BSGND04,Ethernet0/0/0,10.15.101.131,"HUAWEI, Ethernet0/0/0 Interface",Ethernet0/0/0,1,1,1,1
DHKBN3,ge-0/1/0,10.1.22.132,To_DHKBNN_Ring-22_OH,ge-0/1/0,1,1,1,1
DH0782,xe-0/3/0,10.1.125.130,To-DHADB11,xe-0/3/0,1,1,1,1
MBSDR04,Ethernet0/0/0,10.97.102.135,"HUAWEI, Ethernet0/0/0 Interface",Ethernet0/0/0,1,1,1,1
PTMZG01,GigabitEthernet0/2/17,10.15.102.129,"HUAWEI, GigabitEthernet0/2/17 Interface",GigabitEthernet0/2/17,1,1,1,1
Sylhet_Switch_New,Port5,172.30.153.2,Green_surma_IIG,Port5,1,1,1,1
BSTA01_DHK_X0225,GigabitEthernet0/2/3,10.161.1.128,To-TNMZP03,GigabitEthernet0/2/3,1,1,1,1
DHPTNC01JR01,xe-4/2/0,10.1.0.141,To-IIG_FB_Cache,xe-4/2/0,1,1,1,1
DHK_X2624,GigabitEthernet0/2/25,10.194.6.130,To-KSSDRP01HR01,GigabitEthernet0/2/25,1,1,1,1
MBBRL02,GigabitEthernet0/2/0,10.97.101.128,To-Ring_101_SYBNB11-AGG_OH,GigabitEthernet0/2/0,1,1,1,1
RSSDRB01ES01,Port3,172.30.131.10,Triangle_Banani_RSSDRB01,Port3,1,1,1,1
DHKTL18,ge-0/2/1,10.1.114.130,To-Ring_114-DHKTL10-OH,ge-0/2/1,1,1,1,1
SPSDR22,ge-0/2/1,10.145.101.132,,ge-0/2/1,1,1,1,1
SPSDR22,ge-0/2/0,10.145.101.132,,ge-0/2/0,1,1,1,1
MYM0006,ge-0/1/1,10.103.202.128,To-MYSDR17,ge-0/1/1,1,1,1,1
BL-HO-HC03,ge-1/1/0,10.4.0.131,,ge-1/1/0,1,1,1,1
BMSDR16,xe-0/3/0,10.27.102.128,To-BMASJP01,xe-0/3/0,1,1,1,1
DHKRBC01JR01_MX104,xe-2/0/0,10.1.0.149,,xe-2/0/0,1,1,1,1
DHKRBC01JR01_MX104,xe-2/0/3,10.1.0.149,,xe-2/0/3,1,1,1,1
DHRMN14,ge-0/2/0,10.1.142.132,To-DHRMN10_Ring-142,ge-0/2/0,1,1,1,1
JPSHBA01JR01,ge-0/1/0,10.147.0.128,To-JPSDR01,ge-0/1/0,1,1,1,1
NOBGM04,xe-0/3/1,10.119.109.128,To-NOBGM25,xe-0/3/1,1,1,1,1
KHU_X0557,GigabitEthernet0/2/25,10.202.5.129,To-JSBNPC01JR01,GigabitEthernet0/2/25,1,1,1,1
KHU_X0557,GigabitEthernet0/2/24,10.202.5.129,To-KHU_X1068,GigabitEthernet0/2/24,1,1,1,1
DHBNDS,ge-0/1/1,10.1.72.131,To-DHBNIC01JR01_UG_OH_Ring_72,ge-0/1/1,1,1,1,1
DPFLB02,ge-1/1/3,10.47.103.130,,ge-1/1/3,1,1,1,1
DPFLB02,ge-1/1/2,10.47.103.130,,ge-1/1/2,1,1,1,1
DPFLB02,ge-1/1/1,10.47.103.130,,ge-1/1/1,1,1,1,1
DPFLB02,ge-1/1/0,10.47.103.130,,ge-1/1/0,1,1,1,1
DHMGB6,ge-0/0/4,10.1.7.131,ADNSL_VLAN_1264,ge-0/0/4,1,1,1,1
NGRPG12,GigabitEthernet0/2/9,10.109.105.128,To-NGSNG04-AGG,GigabitEthernet0/2/9,1,1,1,1
CMDBD04,ge-1/2/0,10.43.107.129,To-CMBRC21,ge-1/2/0,1,1,1,1
DHK_X1866,xe-1/3/0,10.191.6.132,To-DHK_X1116,xe-1/3/0,1,1,1,1
BGSDR03-AGG,GigabitEthernet0/2/7,10.9.100.128,"HUAWEI, GigabitEthernet0/2/7 Interface",GigabitEthernet0/2/7,1,1,1,1
CGDHS6,ge-0/1/0,10.33.11.131,To-CGEPZ7,ge-0/1/0,1,1,1,1
TNMZP47,ge-0/1/3,10.161.105.133,,ge-0/1/3,1,1,1,1
TNMZP47,ge-0/1/0,10.161.105.133,To-TN2416-DH-3,ge-0/1/0,1,1,1,1
TNMZP47,ge-0/1/1,10.161.105.133,To-MGSTR01_103_OH_Manikganj,ge-0/1/1,1,1,1,1
MEH0002,ge-0/1/1,10.223.202.128,To-MEH0008,ge-0/1/1,1,1,1,1
KUS0016,ge-0/0/0,10.200.201.128,To_TeleTalk-2G-Service,ge-0/0/0,1,1,1,1
NGSDR39,ge-0/2/1,10.109.102.130,,ge-0/2/1,1,1,1,1
NGSDR39,ge-0/2/0,10.109.102.130,,ge-0/2/0,1,1,1,1
NGSDR39,ge-0/2/2,10.109.102.130,,ge-0/2/2,1,1,1,1
DHEPZA01ES01,Port4,172.30.1.218,DhakaCom,Port4,1,1,1,1
UTTARA-AGG-RTR.summitiig.net,TenGigE0/2/0/16,172.16.201.237,TO-PALTAN-AGG-Te0/0/0/8,TenGigE0/2/0/16,1,1,1,1
PUBAIL-HO,xe-2/0/2,10.55.100.128,,xe-2/0/2,1,1,1,1
DHUT3M,xe-0/3/1,10.1.21.129,To-DHUTAF_Ring-21_OH,xe-0/3/1,1,1,1,1
CGSKN44,ge-0/1/0,10.33.100.155,,ge-0/1/0,1,1,1,1
DHRMN17,ge-0/2/1,10.1.142.134,To-DHTEJ16,ge-0/2/1,1,1,1,1
DHK_X0375,ge-1/1/0,10.4.24.129,,ge-1/1/0,1,1,1,1
DHK_X0375,ge-1/1/1,10.4.24.129,,ge-1/1/1,1,1,1,1
DHLLB01,ge-0/2/0,10.1.116.130,To-DHLLB20_Ring-116_OH,ge-0/2/0,1,1,1,1
DHMRP09,ge-0/2/1,10.1.195.131,To-DHMRP037_Ring195,ge-0/2/1,1,1,1,1
BL-HO-GZ03,ge-1/3/7,10.192.100.128,To-DHK_X1718_NAR_BL_Ring-11,ge-1/3/7,1,1,1,1
DIN0041,ge-0/1/0,10.47.203.129,,ge-0/1/0,1,1,1,1
PALTAN-GGC-SW-2,TGigaEthernet1/11,192.168.110.41,TO-PLOICY-RTR-3,TGigaEthernet1/11,1,1,1,1
PALTAN-GGC-SW-2,TGigaEthernet1/2,192.168.110.41,TO-PLOICY-RTR-2,TGigaEthernet1/2,1,1,1,1
PALTAN-GGC-SW-2,TGigaEthernet1/1,192.168.110.41,TO-PLOICY-RTR-1,TGigaEthernet1/1,1,1,1,1
DHK_X2239,ge-0/1/1,10.225.1.130,To-DHSVRCO1JR01,ge-0/1/1,1,1,1,1
CGFLT1,ge-0/1/0,10.33.7.130,To-CGPNK1,ge-0/1/0,1,1,1,1
CGHTZ76,ge-0/1/0,10.33.155.129,,ge-0/1/0,1,1,1,1
NGSDR29-PAGG,ge-0/0/6,10.109.100.129,,ge-0/0/6,1,1,1,1
DHBND2,ge-0/1/3,10.1.4.131,,ge-0/1/3,1,1,1,1
DHBND2,ge-0/1/2,10.1.4.131,,ge-0/1/2,1,1,1,1
NGSDR29-PAGG,ge-0/0/3,10.109.100.129,,ge-0/0/3,1,1,1,1
NGSDR29-PAGG,ge-0/0/2,10.109.100.129,,ge-0/0/2,1,1,1,1
NGSDR29-PAGG,ge-0/0/0,10.109.100.129,,ge-0/0/0,1,1,1,1
MYBLK02,GigabitEthernet0/2/27,10.103.104.130,To-MYBLK03,GigabitEthernet0/2/27,1,1,1,1
MAN0002-HO,ge-1/1/1,10.225.200.128,To-MAN0027,ge-1/1/1,1,1,1,1
IIG_BARISHAL_SWITCH_1,GigaEthernet0/7,172.16.204.5,@@TO-BARISHAL_NTTN-ROUTER@@,GigaEthernet0/7,1,1,1,1
ITSwKSB3-0,gi40,172.16.116.22,NTa-4/C-4,gi40,1,1,1,1
ITSwKSB3-0,gi13,172.16.116.22,NTa-4/C-1,gi13,1,1,1,1
ITSwKSB3-0,gi39,172.16.116.22,NTa-4/C-3,gi39,1,1,1,1
CGDPA1,ge-0/0/1,10.33.17.129,,ge-0/0/1,1,1,1,1
SYSDR47_WIC,GigabitEthernet0/2/0,10.153.102.128,To-RING_102-Sylhet-PoP_MX,GigabitEthernet0/2/0,1,1,1,1
NAR0035,ge-0/1/2,10.191.105.128,,ge-0/1/2,1,1,1,1
DHKHNL,ge-0/0/2,10.1.24.132,,ge-0/0/2,1,1,1,1
DHKHNL,ge-0/0/1,10.1.24.132,,ge-0/0/1,1,1,1,1
DHKHNL,ge-0/0/0,10.1.24.132,,ge-0/0/0,1,1,1,1
DHK_X4021,GigabitEthernet0/2/14,10.192.1.130,To-DHK_X0438,GigabitEthernet0/2/14,1,1,1,1
JKSDRB01JR01,GigabitEthernet0/2/26,10.65.0.128,To-BAR_X0149,GigabitEthernet0/2/26,1,1,1,1
RPKAU02,ge-0/1/1,10.141.104.130,,ge-0/1/1,1,1,1,1
RPKAU02,ge-0/1/0,10.141.104.130,,ge-0/1/0,1,1,1,1
CTG_X0786,xe-1/3/0,10.35.7.128,To-BNSDRB01JR01,xe-1/3/0,1,1,1,1
BMASJP01JR01,xe-2/0/1,10.27.0.128,To-HA5505,xe-2/0/1,1,1,1,1
DHKGN05,ge-0/1/0,10.1.167.135,,ge-0/1/0,1,1,1,1
DHPLB01-AGG,ge-1/2/1,10.1.100.129,To-DHPLB30_Ring_197,ge-1/2/1,1,1,1,1
HGBBL02A01ES02,Port22,172.30.59.14,To-ADNSL_Bahubol,Port22,1,1,1,1
KHU_X0416,GigabitEthernet0/2/0,10.223.1.130,"HUAWEI, GigabitEthernet0/2/0 Interface",GigabitEthernet0/2/0,1,1,1,1
KSKLC08,GigabitEthernet0/2/25,10.81.100.129,To-KSBJT01_RING_102_OH,GigabitEthernet0/2/25,1,1,1,1
JESDRC01ES01,Trunk2,172.30.63.6,To_JESDRB01RJ01_ge-0/0/0,Trunk2,1,1,1,1
DHGULA,ge-0/1/0,10.1.2.132,,ge-0/1/0,1,1,1,1
NGSNG07,GigabitEthernet0/2/1,10.109.109.129,To-NG2110,GigabitEthernet0/2/1,1,1,1,1
DHGULA,ge-0/1/3,10.1.2.132,,ge-0/1/3,1,1,1,1
DHLLB13,ge-0/1/0,10.1.115.131,,ge-0/1/0,1,1,1,1
DHBANC01JR01,ge-0/2/6,10.1.0.128,To-DHUT2M-Ring-86,ge-0/2/6,1,1,1,1
CGBAKE,ge-0/1/1,10.33.15.129,To-CGCKB1,ge-0/1/1,1,1,1,1
DHAGG5,ge-0/2/3,10.3.14.130,To-DHKRBC01JR01_Ring-30_OH+UG,ge-0/2/3,1,1,1,1
DHUTRV,ge-0/1/3,10.1.51.130,To-FEMTO-GPBTS-DHUTRV-DHUA2F,ge-0/1/3,1,1,1,1
CTG_X0092,xe-1/3/0,10.195.1.130,To-CTG_X0692,xe-1/3/0,1,1,1,1
DHBDR2,ge-0/1/0,10.1.75.130,TO-Ring_75-DHJKT5-OH,ge-0/1/0,1,1,1,1
DC-IIG-SW-12.summitiig.net,Ethernet1/27,172.16.201.50,TO-NTTN-DC-MX480-Xe-5/0/1,Ethernet1/27,1,1,1,1
DHBADB,ge-0/1/2,10.1.20.130,,ge-0/1/2,1,1,1,1
DHBADB,ge-0/1/3,10.1.20.130,,ge-0/1/3,1,1,1,1
DHDHN7,ge-0/2/0,10.1.96.131,To-Ring_96-DHKBNE-OH,ge-0/2/0,1,1,1,1
DHJTB04,ge-0/2/0,10.1.104.133,TO-RING104_DHJTB26-OH,ge-0/2/0,1,1,1,1
DHUTRB,ge-0/1/2,10.1.5.133,,ge-0/1/2,1,1,1,1
GPJDPF,ge-0/1/0,10.55.1.129,To-GPVOG1_GP-Ring-1_OH,ge-0/1/0,1,1,1,1
GPJDPF,ge-0/1/1,10.55.1.129,To-GPCG1I_GP-Ring-1_OH,ge-0/1/1,1,1,1,1
DHK_X1718,ge-1/1/2,10.191.11.129,,ge-1/1/2,1,1,1,1
SCL-IIG-CTG-AGG.summitiig.net,Te1/2/0,172.16.201.246,DROPBAND-SUMMIT_0_CTG_WAN,Te1/2/0,1,1,1,1
KHU_X0245,GigabitEthernet0/2/19,10.204.3.128,"HUAWEI, GigabitEthernet0/2/19 Interface",GigabitEthernet0/2/19,1,1,1,1
DHK_V5308,ge-0/0/0,10.4.38.130,,ge-0/0/0,1,1,1,1
DHPTN51,ge-0/2/1,10.1.148.129,To-DHPTN02,ge-0/2/1,1,1,1,1
HGSDR02-AGG,GigabitEthernet0/2/8,10.59.100.128,To-SYL_X0052,GigabitEthernet0/2/8,1,1,1,1
CMSDRC01ES01,Port13,172.30.43.10,ComillaOnline_DHKToComilla,Port13,1,1,1,1
HGSDR02-AGG,GigabitEthernet0/2/4,10.59.100.128,,GigabitEthernet0/2/4,1,1,1,1
HGSDR02-AGG,GigabitEthernet0/2/5,10.59.100.128,To-SYL_X0331,GigabitEthernet0/2/5,1,1,1,1
HGSDR02-AGG,GigabitEthernet0/2/2,10.59.100.128,To-MBSRMP01JR01,GigabitEthernet0/2/2,1,1,1,1
HGSDR02-AGG,GigabitEthernet0/2/1,10.59.100.128,To-HGSDR04,GigabitEthernet0/2/1,1,1,1,1
DHMH3M,ge-0/1/0,10.3.16.128,To-DHBNIC01JR01_OH+UG,ge-0/1/0,1,1,1,1
CM2620,xe-0/3/1,10.43.118.131,To-CMMDN05,xe-0/3/1,1,1,1,1
DHDHNC01JR01,ge-1/1/0,10.1.0.129,To-DHTEJ40_Ring_113,ge-1/1/0,1,1,1,1
DHNWG05,ge-0/2/0,10.1.169.129,,ge-0/2/0,1,1,1,1
DHNWG05,ge-0/2/3,10.1.169.129,,ge-0/2/3,1,1,1,1
DHK_X1776,GigabitEthernet0/2/7,10.192.3.129,UNI:agni_101218_013_nb,GigabitEthernet0/2/7,1,1,1,1
CGBSK04,xe-0/3/1,10.33.127.129,To-CGBSK02,xe-0/3/1,1,1,1,1
BSDH19_DHK_X9019,xe-1/3/0,10.4.45.128,To-DHDHNC01JR01,xe-1/3/0,1,1,1,1
MYSDR08,GigabitEthernet0/2/0,10.103.103.131,To-MYTRL01_RING_103_OH,GigabitEthernet0/2/0,1,1,1,1
DHK_X1629,xe-1/3/0,10.4.30.129,To-DHK_X1713,xe-1/3/0,1,1,1,1
DHUTRB01JR01,ge-3/2/9,10.1.0.131,,ge-3/2/9,1,1,1,1
DHSTR10,ge-0/1/0,10.1.110.129,,ge-0/1/0,1,1,1,1
BGFKR02,GigabitEthernet0/2/11,10.9.101.131,"HUAWEI, GigabitEthernet0/2/11 Interface",GigabitEthernet0/2/11,1,1,1,1
DHUTRB01JR01,ge-3/2/0,10.1.0.131,,ge-3/2/0,1,1,1,1
DHUTRB01JR01,ge-3/2/1,10.1.0.131,,ge-3/2/1,1,1,1,1
DHUTRB01JR01,ge-3/2/5,10.1.0.131,,ge-3/2/5,1,1,1,1
ITSwTK2-0,gi49,172.20.16.41,#Ta-5/Ca-4/Shantonu-Cable-4#,gi49,1,1,1,1
NOBSC03A01ES01,Port10,172.30.119.6,UNI:NOBSC03A01ES01-Eth 1/10-sknt_281018_072_nd,Port10,1,1,1,1
DHKHLA2,ge-0/2/1,10.1.121.131,To-DHKHL32-OH,ge-0/2/1,1,1,1,1
DHUTRC01ES01,Port9,172.30.1.162,info sarker Hazicamp,Port9,1,1,1,1
GGSDR01,GigabitEthernet0/2/32,10.57.101.128,To-GOP0014,GigabitEthernet0/2/32,1,1,1,1
LK3006A01ES01,Port23,172.30.87.2,To-Robi],Port23,1,1,1,1
DHPTNC01JR01,ge-2/2/5,10.1.0.141,To-DHBPHI-Ring-68,ge-2/2/5,1,1,1,1
NGSDRB01JR01,ge-1/2/6,10.109.100.128,To-DHK_X0973_BL_NAR_RING_3,ge-1/2/6,1,1,1,1
DHSNPC,xe-0/3/1,10.1.28.129,To-DHSNPE_Ring-28_OH+UG,xe-0/3/1,1,1,1,1
HGNBG29,GigabitEthernet0/2/1,10.59.101.131,To-Ring_102_HGSDR02-AGG_OH,GigabitEthernet0/2/1,1,1,1,1
DHSMP6,ge-0/1/1,10.1.58.130,To-DHSMP7,ge-0/1/1,1,1,1,1
NOCMP12,ge-0/2/0,10.51.103.131,COM_RING103_NOCMP12-NOSNB01,ge-0/2/0,1,1,1,1
FNSDR02,ge-0/2/1,10.51.107.129,TO-FNSDRC01JR01,ge-0/2/1,1,1,1,1
TNSDRP01JR01,ge-1/1/2,10.161.0.128,,ge-1/1/2,1,1,1,1
NAPTN01,xe-0/3/1,10.105.102.128,To-NAMDB01,xe-0/3/1,1,1,1,1
NAPTN01,xe-0/3/0,10.105.102.128,To-JYSDR01,xe-0/3/0,1,1,1,1
NGSNG04-PAGG,GigabitEthernet0/2/19,10.109.100.131,"HUAWEI, GigabitEthernet0/2/19 Interface",GigabitEthernet0/2/19,1,1,1,1
DHBANC01JR01,ge-1/0/7,10.1.0.128,To-DHSNP5-Ring47,ge-1/0/7,1,1,1,1
DHBANC01JR01,ge-0/2/0,10.1.0.128,To-NMS-Server,ge-0/2/0,1,1,1,1
KSSDRP01HR01,GigabitEthernet0/2/26,10.81.0.128,To-KSBJT02_RING_102_OH,GigabitEthernet0/2/26,1,1,1,1
DHDHNC01JR01,ge-2/2/7,10.1.0.129,To-DHKNGD-Ring-64,ge-2/2/7,1,1,1,1
KHU_X0458,Ethernet0/0/0,10.203.3.131,"HUAWEI, Ethernet0/0/0 Interface",Ethernet0/0/0,1,1,1,1
BGSDR07,Ethernet0/0/0,10.9.101.128,"HUAWEI, Ethernet0/0/0 Interface",Ethernet0/0/0,1,1,1,1
DHSVR06,ge-0/2/0,10.1.177.129,,ge-0/2/0,1,1,1,1
CGUHS3,ge-0/1/1,10.33.7.132,To-GP_CGANP1_Ring_07-OH,ge-0/1/1,1,1,1,1
TNSDR03A01ES01,Port3,172.30.161.26,CCL_SUMMIT_TNSDR03,Port3,1,1,1,1
TNSDR69-AGG,GigabitEthernet0/2/3,10.161.100.128,To-TNSDRP01JR01_PGCB_BB_UG,GigabitEthernet0/2/3,1,1,1,1
BGSDR03-AGG,GigabitEthernet0/2/27,10.9.100.128,To-RING101-BGSDR01,GigabitEthernet0/2/27,1,1,1,1
BGSDR03-AGG,GigabitEthernet0/2/25,10.9.100.128,To-RING101-BGSDR07,GigabitEthernet0/2/25,1,1,1,1
DHBUB3,ge-0/1/0,10.1.53.133,To-DHCRHI_Ring-53_OH+UG,ge-0/1/0,1,1,1,1
DHK_X2156,GigabitEthernet0/2/17,10.193.2.128,"HUAWEI, GigabitEthernet0/2/17 Interface",GigabitEthernet0/2/17,1,1,1,1
DHHBG4,ge-0/1/0,10.1.45.129,TO-Ring_45-DHHBG2-OH,ge-0/1/0,1,1,1,1
TNSDR01A01ES01,Port4,172.30.161.18,hepa_011118_62_ib,Port4,1,1,1,1
KHU_X0255,GigabitEthernet0/2/0,10.203.1.129,"HUAWEI, GigabitEthernet0/2/0 Interface",GigabitEthernet0/2/0,1,1,1,1
DHK_X4086,GigabitEthernet0/2/2,10.192.3.130,To-GAZ0005-HO,GigabitEthernet0/2/2,1,1,1,1
DHSHM41,ge-0/1/1,10.1.101.130,To-Ring_101-DHSHM11-OH,ge-0/1/1,1,1,1,1
SYBLG07,Ethernet0/0/0,10.97.103.128,"HUAWEI, Ethernet0/0/0 Interface",Ethernet0/0/0,1,1,1,1
