Hostname,Resource Name,IP Address,Alias,Resource,Average,Minimum,Maximum,95th Percentile
CPKCH03,xe-0/3/1,10.29.102.133,To-CPKCH12,xe-0/3/1,1,1,1,1
MYSDRP01JR01,ge-1/2/6,10.103.100.128,DC_Office_Mymensingh,ge-1/2/6,1,1,1,1
MYBLK19,GigabitEthernet0/2/12,10.103.104.131,"HUAWEI, GigabitEthernet0/2/12 Interface",GigabitEthernet0/2/12,1,1,1,1
SYSMLIA01ES01,Port6,172.30.153.22,Airnet_Communications_SYSMLI_to_ MBJRI01_1100,Port6,1,1,1,1
DHKRBC01JR01,ge-0/2/0,10.1.0.130,To-DHKRB3-Ring-88,ge-0/2/0,1,1,1,1
DHJTB29,ge-0/1/0,10.1.109.130,,ge-0/1/0,1,1,1,1
DHSHM2,ge-0/1/2,10.1.12.132,,ge-0/1/2,1,1,1,1
DHCKB6,ge-0/1/1,10.1.90.128,To-DHLBG7,ge-0/1/1,1,1,1,1
RSSMD01,ge-0/1/3,10.131.101.129,BANBEIS_Paba,ge-0/1/3,1,1,1,1
CGSHB1A01ES01,Port24,172.30.33.82,To-CGSHB1,Port24,1,1,1,1
DHK_X3793,GigabitEthernet0/2/1,10.194.3.129,"HUAWEI, GigabitEthernet0/2/1 Interface",GigabitEthernet0/2/1,1,1,1,1
CTG_X0502,ge-1/1/1,10.196.2.130,,ge-1/1/1,1,1,1,1
CTG_X0502,ge-1/1/0,10.196.2.130,,ge-1/1/0,1,1,1,1
DHMHP6,ge-0/1/1,10.1.84.134,To-DHMRPB01JR01_Ring-84_OH+UG,ge-0/1/1,1,1,1,1
DHMRP04,xe-0/3/1,10.1.194.132,To-DHMRPB01,xe-0/3/1,1,1,1,1
CTG_X0364,ge-0/1/0,10.196.3.129,,ge-0/1/0,1,1,1,1
CTG_X0364,ge-0/1/1,10.196.3.129,,ge-0/1/1,1,1,1,1
CGPTL24,ge-0/2/0,10.33.106.129,TO-CGPTL17-RING106,ge-0/2/0,1,1,1,1
DHRPN5,ge-0/2/0,10.1.15.130,To-DHMPRQ_Ring-15_OH,ge-0/2/0,1,1,1,1
BMSDR11,xe-0/3/1,10.43.120.129,To-BB2501,xe-0/3/1,1,1,1,1
BMSDR11,xe-0/3/0,10.43.120.129,To-BB2504,xe-0/3/0,1,1,1,1
HA5505_MX104,xe-2/0/1,10.59.100.130,To-HGSJBP01JR01,xe-2/0/1,1,1,1,1
Client_LINK3_SW,Port26,172.30.1.195,To-SCL-ZTE_0-1-15_CT1CR1,Port26,1,1,1,1
MNSDR33,Ethernet0/0/0,10.101.105.128,"HUAWEI, Ethernet0/0/0 Interface",Ethernet0/0/0,1,1,1,1
KHSDR09,GigabitEthernet0/2/1,10.73.105.130,To-KHSDR06,GigabitEthernet0/2/1,1,1,1,1
KHSDR09,GigabitEthernet0/2/0,10.73.105.130,To-KHSDR04,GigabitEthernet0/2/0,1,1,1,1
KHSDR09,GigabitEthernet0/2/3,10.73.105.130,Info-Sarker Batighata SW1,GigabitEthernet0/2/3,1,1,1,1
DHK_X0148,xe-1/3/0,10.192.5.131,To-DHK_X3406,xe-1/3/0,1,1,1,1
CMSDR57,ge-0/1/0,10.43.113.130,,ge-0/1/0,1,1,1,1
Dhanmondi-Office,gi8,172.20.16.26,Wired-LAN,gi8,1,1,1,1
TAN0050,ge-0/2/2,10.220.202.130,,ge-0/2/2,1,1,1,1
DHK_X0310,xe-1/3/0,10.4.25.129,To-Tigers_Den,xe-1/3/0,1,1,1,1
DHK_B4570,ge-0/1/0,10.1.152.136,To-DHK_V2923,ge-0/1/0,1,1,1,1
UDAY-HO,ge-1/2/4,10.1.100.158,To-DHBDDE1_OH+UG,ge-1/2/4,1,1,1,1
Lemua-HO_MX240,ge-1/1/0,10.51.100.150,COM_RING105_LEMUA_AGG-FEN_Ring_105_FNPRS05,ge-1/1/0,1,1,1,1
DHPTNC01JR01,ge-1/3/3,10.1.0.141,To-DHRYBJ-Ring-83,ge-1/3/3,1,1,1,1
RSSDRB01ES01,Port11,172.30.131.10,KS_Summit_to_RajPoP_vlan-3034,Port11,1,1,1,1
BGFKR12,GigabitEthernet0/2/7,10.9.101.132,To-BGMLHA01JR01,GigabitEthernet0/2/7,1,1,1,1
RSBLA08,ge-0/1/0,10.131.101.134,,ge-0/1/0,1,1,1,1
RSBLA08,ge-0/1/3,10.131.101.134,,ge-0/1/3,1,1,1,1
BOG0010,ge-0/2/1,10.25.201.128,To-BOG0023_BOG-TT-RING-201,ge-0/2/1,1,1,1,1
DHGUL23,ge-0/2/1,10.1.173.128,To-DHGUL13_Ring-173_OH,ge-0/2/1,1,1,1,1
KHU_X0024,GigabitEthernet0/2/1,10.199.1.128,"HUAWEI, GigabitEthernet0/2/1 Interface",GigabitEthernet0/2/1,1,1,1,1
SKKOL01A01ES01,Port3,172.30.143.14,ADNS_SUMMIT_SKK0L,Port3,1,1,1,1
NOBSC03A01ES01,Port4,172.30.119.6,Skynet_Barisal-to-BDIX,Port4,1,1,1,1
DHKHN3,ge-0/1/2,10.1.52.130,,ge-0/1/2,1,1,1,1
MASDR03,GigabitEthernet0/2/0,10.93.101.128,To-MASDR02-HO,GigabitEthernet0/2/0,1,1,1,1
UTTARA-SW4.summitiig.net,Ethernet1/9,172.16.201.106,,Ethernet1/9,1,1,1,1
UTTARA-SW4.summitiig.net,Ethernet1/8,172.16.201.106,,Ethernet1/8,1,1,1,1
KHU_X0124,Ethernet0/0/0,10.204.1.130,"HUAWEI, Ethernet0/0/0 Interface",Ethernet0/0/0,1,1,1,1
DHK_X0164,Eth-Trunk0,10.229.2.130,"HUAWEI, Eth-Trunk0 Interface",Eth-Trunk0,1,1,1,1
UTTARA-SW4.summitiig.net,Ethernet1/3,172.16.201.106,,Ethernet1/3,1,1,1,1
UTTARA-SW4.summitiig.net,Ethernet1/2,172.16.201.106,,Ethernet1/2,1,1,1,1
UTTARA-SW4.summitiig.net,Ethernet1/5,172.16.201.106,,Ethernet1/5,1,1,1,1
UTTARA-SW4.summitiig.net,Ethernet1/7,172.16.201.106,,Ethernet1/7,1,1,1,1
UTTARA-SW4.summitiig.net,Ethernet1/6,172.16.201.106,,Ethernet1/6,1,1,1,1
KHKLS04,GigabitEthernet0/2/19,10.73.102.128,"HUAWEI, GigabitEthernet0/2/19 Interface",GigabitEthernet0/2/19,1,1,1,1
CTG-AKT-SW-5.summitiig.net,Te0/0/25,172.16.201.29,"COL-CTG-SEC-ODF2-T10-P1,11",Te0/0/25,1,1,1,1
SPSDRB01JR01,xe-2/0/1,10.145.0.128,To-SPSDR01,xe-2/0/1,1,1,1,1
GAZ0025,ge-0/0/1,10.55.202.129,To_TeleTalk-3G-Service,ge-0/0/1,1,1,1,1
RAJ0016-HO,ge-1/0/0,10.133.200.128,To-Teletalk_HO_MUX_Eth-1-5-2,ge-1/0/0,1,1,1,1
RAJ_X0502,ge-0/2/0,10.198.3.128,,ge-0/2/0,1,1,1,1
RAJ_X0502,ge-0/2/1,10.198.3.128,,ge-0/2/1,1,1,1,1
CXRMU36,ge-1/2/0,10.45.106.128,,ge-1/2/0,1,1,1,1
DC-SW-01,gi20,172.16.116.2,UPLink-To-UNMS-SW,gi20,1,1,1,1
DHJTB2,ge-0/0/2,10.1.80.133,,ge-0/0/2,1,1,1,1
TNMZP02,xe-0/3/1,10.161.105.128,To-TNMZP08_105_OH,xe-0/3/1,1,1,1,1
CGCNTA01JR02,ge-0/1/0,10.190.100.129,CTG_CANTT-1,ge-0/1/0,1,1,1,1
CGAJM1A01ES01,Port24,172.30.33.158,To-CGAJM1,Port24,1,1,1,1
DHNWB02HTR01_DHK_X0107,GigabitEthernet0/2/4,10.4.46.131,"HUAWEI, GigabitEthernet0/2/4 Interface",GigabitEthernet0/2/4,1,1,1,1
MBKLR30,Ethernet0/0/0,10.97.101.135,"HUAWEI, Ethernet0/0/0 Interface",Ethernet0/0/0,1,1,1,1
DHDHNC01JR01,ge-2/2/9,10.1.0.129,To-DHDHN6-Ring-75,ge-2/2/9,1,1,1,1
GGSDR01A01ES01,Port13,172.30.57.2,Multinet(OllO),Port13,1,1,1,1
GBSDR03A01ES01,Port2,172.30.53.18,UNI:GBSDR01A01ES01-Eth-1/6-bkon_081018_010_nd,Port2,1,1,1,1
JPSDR01,GigabitEthernet0/2/0,10.147.101.131,Metronet_DHK-to-JPSDR01_86_mtrn_120718_05_nb,GigabitEthernet0/2/0,1,1,1,1
GPKLK66,ge-0/2/1,10.55.103.131,To-GPSDR09,ge-0/2/1,1,1,1,1
BSSDRB01JR01,ge-1/1/0,10.15.0.129,,ge-1/1/0,1,1,1,1
KCGUMA01ES01,Port1,172.30.71.2,IIG_Bijoy_Online_DHK_to_KCGUMA01,Port1,1,1,1,1
CGMIR68,ge-0/2/1,10.33.100.144,,ge-0/2/1,1,1,1,1
DHKRBC01JR01P_MX480,et-2/1/0,10.1.0.152,To-DHKRBC01JR01PE_MX480,et-2/1/0,1,1,1,1
DHK_X2241,GigabitEthernet0/2/16,10.229.2.129,To-DHK_X2555,GigabitEthernet0/2/16,1,1,1,1
PTKLP01,GigabitEthernet0/2/1,10.125.102.128,To-BAR_X0021-ACX2200,GigabitEthernet0/2/1,1,1,1,1
BMBNC12,xe-0/3/0,10.27.103.128,To-CMHMN10,xe-0/3/0,1,1,1,1
DHUTT37,ge-0/2/3,10.1.159.128,,ge-0/2/3,1,1,1,1
MNSRN11,ge-0/1/2,10.101.104.128,To-DHK_X1848-DHK-BL-RING-41,ge-0/1/2,1,1,1,1
BL-HO-AJ03,xe-2/0/3,10.4.0.128,HO-BL-Active,xe-2/0/3,1,1,1,1
LMSDR03,ge-1/2/1,10.89.101.129,To-Rajarhat-Upazilla_GE_0/3/42,ge-1/2/1,1,1,1,1
DHBNNKA01ES01,Port14,172.30.1.14,To_Ring_Tech_DHK_to_CTG,Port14,1,1,1,1
SCL-TK-3rd-SW5,gi17,172.20.16.61,Wired-LAN,gi17,1,1,1,1
GBGBD01A01ES01,Port1,172.30.53.2,KSNet_Gaibandha,Port1,1,1,1,1
Vulta-HO,ge-1/3/8,10.109.100.132,,ge-1/3/8,1,1,1,1
Vulta-HO,ge-1/3/9,10.109.100.132,,ge-1/3/9,1,1,1,1
PALTAN-IIG-AGG.summitiig.net,TenGigE0/0/0/17,172.16.201.241,@@ DROPBAND-SERVER-0-WAN @@,TenGigE0/0/0/17,1,1,1,1
Vulta-HO,ge-1/3/0,10.109.100.132,,ge-1/3/0,1,1,1,1
Vulta-HO,ge-1/3/4,10.109.100.132,,ge-1/3/4,1,1,1,1
MBKLR01A01ES01,Port12,172.30.97.6,UNI:bkon_201118_019_nb,Port12,1,1,1,1
BOGRA-GGC-RTR.summitiig.net,BD1154,172.16.201.249,@@HN-SHANTAHAR #hnte_041017_14_ib# @@,BD1154,1,1,1,1
SYSDR01,xe-0/1/0,10.153.100.128,To-3G_4G_10GE_SCL_SRH16_SYSDR01_SYSDRD4_144-Active,xe-0/1/0,1,1,1,1
SGULP02,ge-0/1/2,10.149.101.132,To-Info3_Ullah_Para_Union,ge-0/1/2,1,1,1,1
NSSBP09,GigabitEthernet0/2/17,10.111.101.132,To-Teletalk-3G-NOR4013,GigabitEthernet0/2/17,1,1,1,1
DHKTL18,ge-0/2/0,10.1.114.130,To-Ring_114-DHKTL11-OH,ge-0/2/0,1,1,1,1
NGARH01,GigabitEthernet0/2/2,10.109.105.130,TO_DR_Ring-105-NAR001_TBL_OH,GigabitEthernet0/2/2,1,1,1,1
GAZ0012,ge-0/1/0,10.55.202.128,To-GPSDR31,ge-0/1/0,1,1,1,1
DHJSHG,ge-0/0/0,10.1.34.128,,ge-0/0/0,1,1,1,1
DHJSHG,ge-0/0/1,10.1.34.128,,ge-0/0/1,1,1,1,1
DHJSHG,ge-0/0/2,10.1.34.128,,ge-0/0/2,1,1,1,1
DHK_X2093,ge-0/0/0,10.1.19.132,,ge-0/0/0,1,1,1,1
ITSwSCL4-1,gi44,172.20.16.5,CCTV_LAN2,gi44,1,1,1,1
DHK_X1014,ge-1/2/0,10.4.21.129,,ge-1/2/0,1,1,1,1
IIG-UTTARA-CORE-2-RTR.summitiig.net,TenGigE0/3/0/5,172.16.201.236,TO-UTR-CORE-1-Te5/0/3,TenGigE0/3/0/5,1,1,1,1
NOBSC03A01ES01,Port8,172.30.119.6,Innovative-DHK-NOBSC,Port8,1,1,1,1
DHK_X1961,xe-1/3/0,10.4.38.129,To-DHK_X2162,xe-1/3/0,1,1,1,1
BOSDRP01JR01,ge-0/2/0,10.25.0.128,To-BOSDR63,ge-0/2/0,1,1,1,1
MHSDR01-AGG,Ethernet0/0/0,10.99.100.128,"HUAWEI, Ethernet0/0/0 Interface",Ethernet0/0/0,1,1,1,1
JHKOT01,GigabitEthernet0/2/19,10.67.101.129,"HUAWEI, GigabitEthernet0/2/19 Interface",GigabitEthernet0/2/19,1,1,1,1
GPJJR1-HO,xe-2/0/0,10.55.100.135,To-GPSDRB01JR02,xe-2/0/0,1,1,1,1
GAI0005-HO,ge-1/1/1,10.53.200.128,To-GAI4002,ge-1/1/1,1,1,1,1
DHMRPB01JR01,ge-3/3/1,10.1.0.135,NNI:DHMRPB01JR01-ge-3/3/1-DHMRPT02ECS01-Eth-1/1,ge-3/3/1,1,1,1,1
CTG-GEC-SW3,Ethernet1/7,172.16.201.69,TO-AKT-Sw3-th1/6-siig_151017_05_ic-ODF2-T1-P9-GEC,Ethernet1/7,1,1,1,1
KHU_X0615,GigabitEthernet0/2/0,10.199.5.130,"HUAWEI, GigabitEthernet0/2/0 Interface",GigabitEthernet0/2/0,1,1,1,1
AT05-AGG,ge-0/1/3,10.75.100.129,,ge-0/1/3,1,1,1,1
AT05-AGG,ge-0/1/2,10.75.100.129,,ge-0/1/2,1,1,1,1
AT05-AGG,ge-0/1/1,10.75.100.129,,ge-0/1/1,1,1,1,1
AT05-AGG,ge-0/1/0,10.75.100.129,,ge-0/1/0,1,1,1,1
DHBARD,ge-0/1/0,10.1.4.133,To-DHBAR8_Ring-04_OH,ge-0/1/0,1,1,1,1
SAVAR-SW2.summitiig.net,Te1/0/1,172.16.201.93,"@ TO-DC-SW-12-P-Eth1/6-SAVAR-ODF-2,T-10,P-1-2-siig_250716_21_ic-",Te1/0/1,1,1,1,1
DHUAT2,ge-0/1/0,10.1.87.130,To-DHUTDH,ge-0/1/0,1,1,1,1
DHCNT5,ge-0/1/1,10.1.3.128,,ge-0/1/1,1,1,1,1
DHCNT5,ge-0/1/0,10.1.3.128,,ge-0/1/0,1,1,1,1
DHCNT5,ge-0/1/2,10.1.3.128,,ge-0/1/2,1,1,1,1
DHKHL32,ge-0/2/0,10.1.121.132,To-DHKHL16-OH,ge-0/2/0,1,1,1,1
CGHLS44,xe-0/3/0,10.33.135.129,To-CT3351,xe-0/3/0,1,1,1,1
CGKHL25,ge-0/1/0,10.33.108.135,,ge-0/1/0,1,1,1,1
TNSDRB01JR01,me0,10.161.0.129,,me0,1,1,1,1
DHPLBY,ge-0/1/0,10.1.50.128,To-DHMRPB01JR01_Ring-50_OH,ge-0/1/0,1,1,1,1
MNGZR23,GigabitEthernet0/2/1,10.109.106.130,To_DR_Ring-106-MNGZR01_OH,GigabitEthernet0/2/1,1,1,1,1
JESDRC01JR01,ge-0/3/5,10.63.0.131,,ge-0/3/5,1,1,1,1
DHUTRB01JR01,ge-1/2/4,10.1.0.131,To-DHGULD-Ring-91,ge-1/2/4,1,1,1,1
KSSDRP01HR01,GigabitEthernet0/2/1,10.81.0.128,To-KIS0007-HO,GigabitEthernet0/2/1,1,1,1,1
DHKFR06,ge-0/0/1,10.1.127.128,,ge-0/0/1,1,1,1,1
GPMWNP01ES01,Port23,172.30.55.10,TO_ALARM_SYS_GPMWNP01JR01,Port23,1,1,1,1
CGPCH28-AGG,ge-0/0/0,10.33.100.133,,ge-0/0/0,1,1,1,1
DHK_X4632,ge-1/1/1,10.4.34.128,,ge-1/1/1,1,1,1,1
DHPTNC01JR01,ge-3/3/0,10.1.0.141,DHRMN41,ge-3/3/0,1,1,1,1
KHU_X0596,GigabitEthernet0/2/5,10.202.3.128,"HUAWEI, GigabitEthernet0/2/5 Interface",GigabitEthernet0/2/5,1,1,1,1
ITSwKSB3-0,gi46,172.16.116.22,NTa-3/C-7,gi46,1,1,1,1
CTG_X0502,xe-1/3/1,10.196.2.130,To-CTG_X0240,xe-1/3/1,1,1,1,1
DHK_X2072,ge-1/1/3,10.4.21.130,,ge-1/1/3,1,1,1,1
DHK_X2072,ge-1/1/0,10.4.21.130,,ge-1/1/0,1,1,1,1
DHK_X2072,ge-1/1/1,10.4.21.130,,ge-1/1/1,1,1,1,1
DHGSNJ,ge-0/1/1,10.1.93.128,To-DHBARX_Ring-93_OH+UG,ge-0/1/1,1,1,1,1
DHMJH16,ge-0/2/0,10.1.184.128,To-DHMJH02,ge-0/2/0,1,1,1,1
KHSDRC01JR01,ge-2/3/2,10.73.0.129,,ge-2/3/2,1,1,1,1
KHSDRC01JR01,ge-2/3/0,10.73.0.129,,ge-2/3/0,1,1,1,1
CDSDR03_MX,ge-0/0/2,10.41.101.128,To-CDSDR01-AGG,ge-0/0/2,1,1,1,1
CGSKD13,ge-0/0/1,10.33.122.128,,ge-0/0/1,1,1,1,1
CGSKD13,ge-0/0/0,10.33.122.128,,ge-0/0/0,1,1,1,1
CGSKD13,ge-0/0/3,10.33.122.128,,ge-0/0/3,1,1,1,1
MYBLK01-AGG,GigabitEthernet0/2/21,10.103.100.129,,GigabitEthernet0/2/21,1,1,1,1
DHFRMA,ge-0/1/0,10.1.31.133,TO-DHWRB1_Ring-31_OH,ge-0/1/0,1,1,1,1
HGSDR01A01ES01,Port1,172.30.59.6,IIG_Lights Communication_DHKToHabiganjSadar,Port1,1,1,1,1
DHCRHI,ge-0/2/0,10.1.53.132,To-DHUTTE8-ROBI_OH+UG,ge-0/2/0,1,1,1,1
FPBHN21,ge-0/1/1,10.49.102.130,,ge-0/1/1,1,1,1,1
FPBHN21,ge-0/1/0,10.49.102.130,,ge-0/1/0,1,1,1,1
DHBANC01JR01,xe-4/0/8,10.1.0.128,To-DHBANC01ES03_FTTB_SW,xe-4/0/8,1,1,1,1
CHA0003,ge-0/2/1,10.29.201.129,To-CPFDG01,ge-0/2/1,1,1,1,1
CGABN1,ge-0/1/1,10.33.6.129,To-CGJTL1,ge-0/1/1,1,1,1,1
DHK_X1162,Ethernet0/0/0,10.191.7.129,"HUAWEI, Ethernet0/0/0 Interface",Ethernet0/0/0,1,1,1,1
DHKGN39,ge-0/1/0,10.1.167.129,,ge-0/1/0,1,1,1,1
DHKGN39,ge-0/1/1,10.1.167.129,,ge-0/1/1,1,1,1,1
MYSDR64,Ethernet0/0/0,10.103.103.133,"HUAWEI, Ethernet0/0/0 Interface",Ethernet0/0/0,1,1,1,1
NRSDR02,GigabitEthernet0/2/3,10.63.101.131,TO-bdcomDHKtoNarail,GigabitEthernet0/2/3,1,1,1,1
SNCTK01A01ES02,Port24,172.30.151.6,To-SNCTK01,Port24,1,1,1,1
NASDR01-AGG,GigabitEthernet0/2/0,10.105.100.128,To-NAG_RING101-NASDR03,GigabitEthernet0/2/0,1,1,1,1
DHUTA8,ge-0/0/2,10.1.53.128,,ge-0/0/2,1,1,1,1
DHUTA8,ge-0/0/0,10.1.53.128,,ge-0/0/0,1,1,1,1
DHUTA8,ge-0/0/1,10.1.53.128,,ge-0/0/1,1,1,1,1
DHKBN1,ge-1/0/2,10.1.32.134,,ge-1/0/2,1,1,1,1
DHKBN1,ge-1/0/1,10.1.32.134,,ge-1/0/1,1,1,1,1
DHTJGJA01ES01,Port3,172.30.1.46,BSTI,Port3,1,1,1,1
BSWZP06,Ethernet0/0/0,10.15.101.132,"HUAWEI, Ethernet0/0/0 Interface",Ethernet0/0/0,1,1,1,1
Savar-Office,gi28,172.20.16.36,To-Savar_PoP,gi28,1,1,1,1
DHK_X0854,ge-0/1/0,10.1.127.132,To-DHMRP13,ge-0/1/0,1,1,1,1
DHK_X0854,ge-0/1/1,10.1.127.132,To-DHMRP17,ge-0/1/1,1,1,1,1
FPBLM01A01ES01,Port7,172.30.49.10,HRC_DHBANC01JR01_to_FPBLM01,Port7,1,1,1,1
GPSDR35-AGG,ge-0/1/3,10.55.100.129,To-GPSDR43-Ring-105,ge-0/1/3,1,1,1,1
RAJ_X9015,xe-1/3/1,10.198.1.129,To-RAJ_X0220,xe-1/3/1,1,1,1,1
DHKGN31,ge-0/1/0,10.1.165.128,,ge-0/1/0,1,1,1,1
KUSDR04,GigabitEthernet0/2/16,10.85.102.132,"HUAWEI, GigabitEthernet0/2/16 Interface",GigabitEthernet0/2/16,1,1,1,1
PTSDR11A01ES01,Port8,172.30.125.6,Metronet_DHK-to-PTSDR11_3359,Port8,1,1,1,1
FNSDRC01JR01,me0,10.51.0.128,,me0,1,1,1,1
SYL4030,ge-0/2/0,10.156.201.128,To-SNJGN01,ge-0/2/0,1,1,1,1
KHKLS06,GigabitEthernet0/2/19,10.73.103.128,"HUAWEI, GigabitEthernet0/2/19 Interface",GigabitEthernet0/2/19,1,1,1,1
BOGRA-GGC-RTR.summitiig.net,BD90,172.16.201.249,@@ BOGRA-GGC-SERVER @@,BD90,1,1,1,1
DHK_X0902,Ethernet0/0/0,10.229.2.131,"HUAWEI, Ethernet0/0/0 Interface",Ethernet0/0/0,1,1,1,1
NAO0005-HO,ge-0/2/2,10.105.200.128,,ge-0/2/2,1,1,1,1
MGSDR35,ge-0/2/2,10.1.165.138,To-MGSDR35-DHK-3,ge-0/2/2,1,1,1,1
DHK_X2219,ge-0/2/1,10.4.37.128,,ge-0/2/1,1,1,1,1
DHK_X2219,ge-0/2/0,10.4.37.128,,ge-0/2/0,1,1,1,1
DHLLB20,ge-0/2/1,10.1.116.129,To-Ring_116-DHLLB01-UG_OH,ge-0/2/1,1,1,1,1
DHJTB28,ge-0/1/0,10.1.109.132,,ge-0/1/0,1,1,1,1
MYBLK11,ge-0/0/0,10.103.104.133,,ge-0/0/0,1,1,1,1
SYJPM1,GigabitEthernet0/2/18,10.153.8.130,"HUAWEI, GigabitEthernet0/2/18 Interface",GigabitEthernet0/2/18,1,1,1,1
KSBRB03,GigabitEthernet0/2/2,10.81.100.128,UNI:KSBRB03-GE-0/2/2-spnl_281018_082_nd,GigabitEthernet0/2/2,1,1,1,1
DHBANC01ES01,Port2,172.30.1.186,IIG-Net Express Online,Port2,1,1,1,1
DHMRPB01JR01,ge-3/2/5,10.1.0.135,,ge-3/2/5,1,1,1,1
DHMRPB01JR01,ge-3/2/7,10.1.0.135,,ge-3/2/7,1,1,1,1
DHNSK4,ge-1/0/3,10.1.35.128,,ge-1/0/3,1,1,1,1
DHNSK4,ge-1/0/2,10.1.35.128,,ge-1/0/2,1,1,1,1
DHNSK4,ge-1/0/1,10.1.35.128,,ge-1/0/1,1,1,1,1
CMSDR38,ge-0/1/2,10.43.108.128,To-CMCND01A01JR01,ge-0/1/2,1,1,1,1
MYSDRC01JR01,ge-0/0/7,10.103.0.129,To-DHK_X3308,ge-0/0/7,1,1,1,1
DHSN3M,ge-0/2/1,10.1.47.130,To-DHMRPB01JR01_Ring-47_OH,ge-0/2/1,1,1,1,1
CGKTLL9,ge-0/1/0,10.33.4.133,,ge-0/1/0,1,1,1,1
SYL_X0514,GigabitEthernet0/2/9,10.156.7.128,To-SYBNB03,GigabitEthernet0/2/9,1,1,1,1
SYL_X0514,GigabitEthernet0/2/8,10.156.7.128,To-RT02,GigabitEthernet0/2/8,1,1,1,1
CGPRT03,ge-0/1/1,10.33.102.130,,ge-0/1/1,1,1,1,1
FN3201,ge-0/1/3,10.51.103.130,To-NOK-RING-103_CTG_X09025,ge-0/1/3,1,1,1,1
FN3201,ge-0/1/2,10.51.103.130,,ge-0/1/2,1,1,1,1
JKSDR01,GigabitEthernet0/2/2,10.65.102.129,Agni_BananiToAJhalokathi,GigabitEthernet0/2/2,1,1,1,1
MDSHB01,GigabitEthernet0/2/0,10.91.102.128,"HUAWEI, GigabitEthernet0/2/0 Interface",GigabitEthernet0/2/0,1,1,1,1
DHK_X0442,ge-1/1/2,10.4.31.129,,ge-1/1/2,1,1,1,1
DHK_X0442,ge-1/1/1,10.4.31.129,,ge-1/1/1,1,1,1,1
DHK_X0442,ge-1/1/0,10.4.31.129,,ge-1/1/0,1,1,1,1
SYBLG07,GigabitEthernet0/2/16,10.97.103.128,"HUAWEI, GigabitEthernet0/2/16 Interface",GigabitEthernet0/2/16,1,1,1,1
DHK_X0567,Eth-Trunk0,10.57.2.131,"HUAWEI, Eth-Trunk0 Interface",Eth-Trunk0,1,1,1,1
DHFKR8,xe-0/3/1,10.1.9.130,To-DHARB1,xe-0/3/1,1,1,1,1
BSSDR10,GigabitEthernet0/2/23,10.15.103.132,"HUAWEI, GigabitEthernet0/2/23 Interface",GigabitEthernet0/2/23,1,1,1,1
JHKLG01A01ES01,Port6,172.30.67.6,IIG_Sunlit_Dhaka_to_JHKLG01,Port6,1,1,1,1
DC-SW-9.summitiig.net,Te1/19,172.16.201.42,@@MAZEDA_SEC_IIG-ODF-T-11-P-9@@,Te1/19,1,1,1,1
BRAMT02,Ethernet0/0/0,10.125.100.131,"HUAWEI, Ethernet0/0/0 Interface",Ethernet0/0/0,1,1,1,1
NOBSC03A01ES01,Port11,172.30.119.6,APCL_BANANI_NOBGMJ07,Port11,1,1,1,1
GPSDR49,ge-0/2/2,10.55.103.134,,ge-0/2/2,1,1,1,1
DHBANC01JR01,xe-4/0/7,10.1.0.128,To-3G_4G_10GE_SCL_DRE01_DRH05_DRE10_DHGUL58_DHGUL48_149-Backup,xe-4/0/7,1,1,1,1
DHK_X0480,xe-0/3/0,10.225.1.129,To-DHK_X2211,xe-0/3/0,1,1,1,1
DHSBG07,ge-0/2/0,10.1.149.131,To-Ring_149-DHSBG04-OH,ge-0/2/0,1,1,1,1
ITSwKSB3-0,gi3,172.16.116.22,KSB-AccCtrl-3-Terrace/ATA-Device-for-IP-Phone,gi3,1,1,1,1
DHK_X0666,ge-1/1/2,10.4.8.128,,ge-1/1/2,1,1,1,1
DHK_X0666,ge-1/1/1,10.4.8.128,,ge-1/1/1,1,1,1,1
DHK_X0666,ge-1/1/0,10.4.8.128,,ge-1/1/0,1,1,1,1
DHK_M1222,ge-0/2/2,10.1.112.135,,ge-0/2/2,1,1,1,1
DHDHR07,ge-0/1/0,10.1.205.128,,ge-0/1/0,1,1,1,1
FPSDR26,GigabitEthernet0/2/23,10.49.104.128,To-FPSDR42,GigabitEthernet0/2/23,1,1,1,1
DHK_X3255,xe-1/3/0,10.4.32.130,To-DHK_X2079,xe-1/3/0,1,1,1,1
DHTJGP035A01ES01,Port11,172.30.1.242,To-DHKRBC01ES01,Port11,1,1,1,1
DHLLB21-AGG,ge-1/1/0,10.1.100.133,,ge-1/1/0,1,1,1,1
DHLLB21-AGG,ge-1/1/1,10.1.100.133,,ge-1/1/1,1,1,1,1
CGSJD1,ge-0/2/2,10.33.2.129,TO-CGBAK11-GP-Site-Monitoring-Path,ge-0/2/2,1,1,1,1
DHUNV8,ge-0/1/3,10.1.89.128,,ge-0/1/3,1,1,1,1
KSSDR22,xe-0/3/1,10.194.4.130,To-DHK_X4148_OH,xe-0/3/1,1,1,1,1
NGSNG29,ge-0/2/0,10.109.107.129,,ge-0/2/0,1,1,1,1
NGSNG29,ge-0/2/3,10.109.107.129,,ge-0/2/3,1,1,1,1
CGMIR03,xe-0/3/1,10.33.122.130,To-CGMIR06,xe-0/3/1,1,1,1,1
MYGFG18,GigabitEthernet0/2/16,10.103.102.128,"HUAWEI, GigabitEthernet0/2/16 Interface",GigabitEthernet0/2/16,1,1,1,1
